ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg26365553	3.88e-03	1.15e-03	3.330757	-2.181721	0.1296146					NM_130470.1	8567
cg11998307	3.88e-03	1.16e-03	3.330294	-2.183138	0.02691312					NM_145349.1	8578
cg21041127	3.88e-03	1.16e-03	-3.330012	-2.184002	-0.07901324					NM_176813.3	155465
cg16245339	3.88e-03	1.16e-03	3.330006	-2.184019	0.00894113	NC_000016.8	390793	392581	+	NM_020664.3	26063
cg15321211	3.90e-03	1.16e-03	-3.328409	-2.18891	-0.06287256	NC_000010.9	43222491	43225621	-	NM_004966.2	3185
cg26361780	3.92e-03	1.17e-03	-3.327297	-2.192312	-0.07819798					NM_001871.2	1360
cg12626411	3.92e-03	1.17e-03	-3.326888	-2.193564	-0.04081771					NM_005807.2	10216
cg10446968	3.92e-03	1.17e-03	3.326762	-2.193951	0.06020346	NC_000002.10	172458635	172459452	-	NM_003705.2	8604
cg21431091	3.94e-03	1.17e-03	-3.325726	-2.19712	-0.03801004	NC_000001.9	199389815	199390754	-	NM_016456.2	252839
cg15514848	3.94e-03	1.17e-03	-3.325547	-2.197666	-0.0527823					NM_002021.1	2326
cg11063110	3.95e-03	1.18e-03	-3.324551	-2.200711	-0.06583773	NC_000007.12	129772246	129772458	+	NM_080385.2	93979
cg26136776	3.95e-03	1.18e-03	-3.324507	-2.200847	-0.0610163					NM_006563.2	10661
cg02040734	3.96e-03	1.18e-03	3.32406	-2.202213	0.04875095	NC_000010.9	104199351	104201084	-	NM_024886.1	79946
cg19357849	3.96e-03	1.18e-03	-3.32396	-2.20252	-0.02175426	NC_000019.8	7975790	7977181	-	NM_001419.2	1994
cg12582959	3.96e-03	1.18e-03	3.32342	-2.204172	0.09152133	NC_000019.8	60850950	60851849	+	NM_013301.1	29903
cg03569412	3.96e-03	1.18e-03	-3.32335	-2.204386	-0.08193849					NM_003926.5	53615
cg10148280	3.97e-03	1.18e-03	-3.322838	-2.20595	-0.04098403					NM_032383.3	84343
cg13370916	3.98e-03	1.19e-03	-3.322378	-2.207356	-0.06641148	NC_000023.9	67784063	67784532	+	NM_014725.2	9754
cg04717045	3.98e-03	1.19e-03	-3.322123	-2.208134	-0.07921167	NC_000011.8	69177944	69178494	+	NT_078088.3	595
cg00431050	3.98e-03	1.19e-03	-3.321806	-2.209104	-0.07001287	NC_000010.9	103975717	103976396	+	NM_152310.1	83401
cg02273392	3.99e-03	1.19e-03	3.321271	-2.21074	0.04641175					NM_000602.1	5054
cg00747849	3.99e-03	1.19e-03	-3.321233	-2.210855	-0.05063704	NC_000022.9	17544965	17546925	-	NM_005984.1	6576
cg17959722	4.00e-03	1.19e-03	-3.320517	-2.213041	-0.04096087	NC_000009.10	139565286	139566854	+	NM_032477.1	64975
cg11479877	4.01e-03	1.20e-03	-3.319838	-2.215115	-0.06731121					NM_033170.1	10317
cg13500388	4.02e-03	1.20e-03	-3.318931	-2.217886	-0.04862116	NC_000016.8	65619345	65619667	+	NM_001755.2	865
cg16139316	4.02e-03	1.20e-03	-3.318491	-2.21923	-0.10234448					NM_002965.2	6280
cg19896347	4.03e-03	1.20e-03	-3.31793	-2.220942	-0.08375023					NM_207437.1	196385
cg24596472	4.04e-03	1.21e-03	-3.317144	-2.223341	-0.02410683	NC_000008.9	144487548	144488685	-	NM_052963.1	116447
cg12380764	4.04e-03	1.21e-03	-3.316696	-2.22471	-0.0492944					NM_013371.2	29949
cg00645579	4.05e-03	1.21e-03	3.3159	-2.227137	0.04019811	NC_000011.8	607125	607847	-	NM_001572.2	3665
cg11668844	4.06e-03	1.21e-03	3.315511	-2.228325	0.0901641	NC_000013.9	112703425	112703629	+	NM_024979.2	23263
cg15284635	4.07e-03	1.21e-03	-3.315035	-2.229777	-0.11166425	NC_000003.10	10832452	10833630	+	NM_014229.1	6538
cg09039163	4.07e-03	1.22e-03	3.31463	-2.231014	0.05011015	NC_000002.10	238673665	238674057	+	NM_194312.1	339768
cg12967560	4.08e-03	1.22e-03	-3.314124	-2.232555	-0.05836195	NC_000015.8	98090260	98092117	-	NM_152449.2	145748
cg22575540	4.10e-03	1.22e-03	-3.312667	-2.236998	-0.08581833					NM_032546.2	57159
cg11768416	4.10e-03	1.23e-03	-3.312366	-2.237918	-0.03979584	NC_000012.10	89871840	89872935	-	NM_152638.2	196477
cg12232274	4.10e-03	1.23e-03	-3.312176	-2.238497	-0.04365697	NC_000006.10	150225936	150227697	-	NM_032832.3	84918
cg11037148	4.11e-03	1.23e-03	3.311356	-2.240995	0.07343066	NC_000006.10	27899638	27900367	+	NM_021968.3	8363
cg14341579	4.11e-03	1.23e-03	-3.311168	-2.241568	-0.0311965	NC_000013.9	109231919	109238369	-	NM_003749.2	8660
cg17049328	4.12e-03	1.23e-03	-3.310411	-2.243875	-0.05083377					NM_021081.3	2691
cg16826718	4.12e-03	1.23e-03	3.310388	-2.243947	0.06696795	NC_000012.10	115802445	115804618	-	NM_003806.1	8739
cg19038540	4.13e-03	1.24e-03	3.30991	-2.245403	0.0570686	NC_000001.9	101473857	101474063	+	NM_001400.2	1901
cg24120841	4.14e-03	1.24e-03	-3.309272	-2.247345	-0.03379141	NC_000003.10	24510366	24512597	-	NM_000461.2	7068
cg15095327	4.14e-03	1.24e-03	3.308789	-2.248818	0.1003832					NM_144640.2	132014
cg10281478	4.14e-03	1.24e-03	3.308731	-2.248995	0.09222465	NC_000007.12	95240461	95240838	+	NM_004411.1	1780
cg25404088	4.15e-03	1.24e-03	-3.308289	-2.250342	-0.03679871					NM_138632.1	11078
cg27442349	4.15e-03	1.24e-03	3.307997	-2.251231	0.04580941					NM_002503.3	4793
cg11467738	4.15e-03	1.24e-03	3.307942	-2.251398	0.00741442	NC_000007.12	98809046	98811452	+	NM_005720.2	10095
cg00577464	4.17e-03	1.25e-03	-3.306985	-2.254311	-0.01291416	NC_000007.12	155297115	155298010	-	NM_000193.2	6469
cg00980978	4.18e-03	1.25e-03	3.306108	-2.25698	0.05255342	NC_000020.9	43531570	43532140	+	NM_080733.1	10406
cg16872071	4.18e-03	1.25e-03	-3.306101	-2.257002	-0.10844171					NM_006266.2	5900
cg02358761	4.18e-03	1.25e-03	3.305928	-2.257527	0.08895182	NC_000002.10	196743664	196745220	-	NM_004226.2	9262
cg24172553	4.18e-03	1.25e-03	-3.305877	-2.257683	-0.07694503					NM_152481.1	148109
cg01664666	4.18e-03	1.25e-03	3.305507	-2.258811	0.08429877	NC_000001.9	240753223	240755388	-	NM_152666.1	200150
cg14424530	4.19e-03	1.25e-03	3.3051	-2.260049	0.10981402	NC_000013.9	29066838	29068414	-	NM_003045.3	6541
cg03329165	4.19e-03	1.26e-03	3.304712	-2.261228	0.05669986	NC_000003.10	113534483	113535262	+	NM_001004196.1	4345
cg15532088	4.20e-03	1.26e-03	-3.304292	-2.262506	-0.06385392					NM_152781.2	256957
cg01377911	4.20e-03	1.26e-03	-3.304117	-2.26304	-0.06431151	NC_000019.8	54259762	54260343	-	NM_006179.3	4909
cg09834205	4.20e-03	1.26e-03	3.303768	-2.264103	0.00724487	NC_000006.10	150225936	150227697	-	NM_032832.3	84918
cg15337006	4.21e-03	1.26e-03	-3.303493	-2.264937	-0.098202					NM_000632.2	3684
cg18403361	4.21e-03	1.26e-03	3.303318	-2.265471	0.08866144	NC_000014.7	37793841	37795561	-	NM_175060.1	161198
cg19037167	4.22e-03	1.27e-03	3.302366	-2.268366	0.08587322	NC_000004.10	154824360	154825668	+	NM_003264.3	7097
cg22998840	4.22e-03	1.27e-03	3.302359	-2.268388	0.09913127	NC_000023.9	102749210	102750238	+	NM_032926.2	85012
cg01437411	4.23e-03	1.27e-03	-3.301506	-2.270981	-0.0733922					NM_001940.3	1822
cg15628498	4.23e-03	1.27e-03	3.301423	-2.271232	0.00580644	NC_000015.8	50867146	50871219	-	NM_004498.1	3175
cg10636246	4.25e-03	1.27e-03	-3.300405	-2.274328	-0.08158226					NM_004833.1	9447
cg09632136	4.25e-03	1.28e-03	3.300101	-2.275252	0.06483099					NM_006169.2	4837
cg12841020	4.25e-03	1.28e-03	3.299938	-2.275746	0.0955053	NC_000014.7	74491735	74492672	-	NM_002632.4	5228
cg08157292	4.26e-03	1.28e-03	-3.299435	-2.277277	-0.06431297					NM_002712.1	5510
cg23481748	4.26e-03	1.28e-03	-3.299222	-2.277922	-0.01693267	NC_000014.7	57932076	57933064	+	NM_207377.1	387990
cg00539322	4.26e-03	1.28e-03	-3.299132	-2.278197	-0.06782621					NM_000541.2	6295
cg07732644	4.27e-03	1.28e-03	-3.298221	-2.280963	-0.06557096					NM_000049.2	443
cg06491116	4.28e-03	1.29e-03	-3.297778	-2.282311	-0.01909576	NC_000011.8	117627891	117628420	-	NM_198275.1	196264
cg11673803	4.29e-03	1.29e-03	-3.297304	-2.283748	-0.08597108	NC_000010.9	88843598	88846138	-	NM_005271.1	2746
cg26206598	4.29e-03	1.29e-03	-3.297241	-2.28394	-0.08676021					NM_020820.2	57580
cg13246654	4.29e-03	1.29e-03	3.297067	-2.284471	0.00739998	NC_000004.10	114901439	114902923	-	NM_001221.2	817
cg24871743	4.29e-03	1.29e-03	-3.296562	-2.286003	-0.06969824	NC_000001.9	68285082	68285689	-	NT_032977.8	9077
cg22681784	4.30e-03	1.29e-03	3.296315	-2.286752	0.08987884	NC_000004.10	57382231	57382935	-	NM_021114.1	6691
cg18894878	4.30e-03	1.29e-03	-3.296258	-2.286926	-0.08642022	NC_000001.9	165224762	165225473	+	NM_032858.1	84944
cg07689731	4.30e-03	1.29e-03	-3.296158	-2.287229	-0.06908882					NM_014654.2	9672
cg22863122	4.30e-03	1.29e-03	3.29615	-2.287254	0.0045891	NC_000003.10	52064533	52066861	-	NM_001947.1	1849
cg04756629	4.30e-03	1.29e-03	-3.295839	-2.288198	-0.0677346					NM_207646.1	400696
cg08806153	4.31e-03	1.30e-03	3.295002	-2.29074	0.06730301	NC_000002.10	176679513	176681344	+	NM_021192.2	3237
cg20473453	4.33e-03	1.30e-03	-3.293658	-2.294819	-0.06387282					NM_020665.2	57393
cg12616277	4.34e-03	1.30e-03	3.293234	-2.296105	0.08762252	NC_000003.10	139635332	139637391	+	NM_031913.1	83850
cg13744194	4.34e-03	1.31e-03	-3.292884	-2.297165	-0.01981008	NC_000005.8	68823738	68825714	+	XM_936894.1	4950
cg21033855	4.35e-03	1.31e-03	-3.29224	-2.299119	-0.03467567	NC_000015.8	41449733	41451038	-	NM_152455.2	146050
cg00987379	4.35e-03	1.31e-03	-3.292143	-2.299415	-0.01855032	NC_000008.9	28298716	28300368	-	NM_018660.2	55893
cg12195135	4.37e-03	1.32e-03	-3.290616	-2.304046	-0.03331965	NC_000019.8	63610863	63612475	+	NM_173548.1	201514
cg03731616	4.37e-03	1.32e-03	3.290476	-2.304469	0.08549555	NC_000003.10	125085102	125086419	-	NM_005965.3	4638
cg20714328	4.38e-03	1.32e-03	-3.290073	-2.305692	-0.06788231					NM_003248.3	7060
cg21795497	4.38e-03	1.32e-03	3.289739	-2.306702	0.05456495	NC_000011.8	122258441	122259357	+	NM_024806.2	79864
cg13560436	4.39e-03	1.32e-03	-3.289167	-2.308438	-0.04324628					NM_152622.2	166968
cg24012925	4.39e-03	1.32e-03	-3.288931	-2.309153	-0.02065737	NC_000020.9	581348	582694	-	NM_080725.1	140809
cg10663017	4.39e-03	1.32e-03	-3.288844	-2.309415	-0.0195791	NC_000001.9	158016859	158018048	+	NM_017823.3	54935
cg11451801	4.40e-03	1.32e-03	3.288602	-2.31015	0.00735193	NC_000016.8	66526901	66528387	-	NM_002801.2	5699
cg02148834	4.40e-03	1.32e-03	3.288539	-2.310342	0.04570801	NC_000021.7	10011684	10013630	-	NM_013315.2	7179
cg00453193	4.40e-03	1.32e-03	3.288498	-2.310465	0.04579606	NC_000007.12	115637517	115638951	+	NM_015641.2	26136
cg21910663	4.40e-03	1.33e-03	-3.288357	-2.310891	-0.01874331	NC_000016.8	87256157	87258103	-	NM_002461.1	4597
cg02196730	4.41e-03	1.33e-03	-3.287352	-2.313938	-0.02414939	NC_000015.8	77975766	77976918	-	NM_006441.1	10588
cg02233558	4.41e-03	1.33e-03	3.287142	-2.314573	0.06864822	NC_000005.8	127446324	127448604	+	NM_001046.2	6558
cg22802439	4.41e-03	1.33e-03	-3.287142	-2.314574	-0.06918104					NM_007000.2	11045
cg06851207	4.42e-03	1.33e-03	-3.286547	-2.316374	-0.07621244	NC_000019.8	51666325	51667046	-	NM_018215.2	55228
cg09467501	4.43e-03	1.33e-03	-3.286356	-2.316954	-0.02956958	NC_000017.9	39438544	39440674	-	NM_004160.3	5697
cg03520136	4.43e-03	1.33e-03	-3.286314	-2.317083	-0.06833402					NM_173355.2	151531
cg19968631	4.43e-03	1.33e-03	3.286161	-2.317545	0.0375067	NC_000004.10	175986796	175987412	-	NM_006529.1	8001
cg18501026	4.45e-03	1.34e-03	3.284501	-2.32257	0.07133158	NC_000003.10	50686962	50688174	+	NM_004947.3	1795
cg21300318	4.46e-03	1.34e-03	-3.284026	-2.32401	-0.06604452	NC_000019.8	4720131	4720332	+	NM_174947.2	284424
cg12766348	4.46e-03	1.35e-03	3.28378	-2.324754	0.04923775	NC_000005.8	177985845	177987118	-	NM_020666.2	57396
cg09531892	4.48e-03	1.35e-03	3.282482	-2.32868	0.07971324	NC_000008.9	105669445	105671333	-	NM_013437.2	29967
cg11487967	4.48e-03	1.35e-03	-3.282308	-2.329208	-0.03827847					NM_207485.1	401045
cg00953256	4.48e-03	1.35e-03	-3.282003	-2.330133	-0.08709736	NC_000011.8	69177944	69178494	+	NT_078088.3	595
cg09229912	4.48e-03	1.35e-03	-3.281995	-2.330154	-0.04813695	NC_000012.10	109955332	109958599	+	NM_015267.1	23316
cg11529250	4.50e-03	1.36e-03	3.281057	-2.332992	0.07067872	NC_000022.9	44059213	44059803	+	NM_006953.2	7380
cg21911019	4.50e-03	1.36e-03	-3.280621	-2.334311	-0.06281654					NM_080819.2	27201
cg07103493	4.50e-03	1.36e-03	3.280615	-2.334331	0.08381675	NC_000005.8	128328505	128329501	+	NM_014031.3	28965
cg21303011	4.52e-03	1.36e-03	-3.279444	-2.33787	-0.02795455	NC_000003.10	24510366	24512597	-	NM_000461.2	7068
cg03100752	4.53e-03	1.37e-03	-3.278701	-2.340117	-0.09882145	NC_000019.8	12707883	12708946	+	NM_004317.2	439
cg13306164	4.54e-03	1.37e-03	3.277799	-2.342842	0.07893543	NC_000001.9	33124095	33125107	+	NM_002143.2	3208
cg23282674	4.55e-03	1.38e-03	-3.276895	-2.345574	-0.07654463					NM_018724.3	50604
cg17803089	4.55e-03	1.38e-03	3.276874	-2.345639	0.10930431	NC_000006.10	35527704	35528848	+	NM_021922.2	2178
cg06849227	4.56e-03	1.38e-03	-3.276544	-2.346635	-0.05737521	NC_000017.9	58953345	58953593	+	NM_030779.2	81033
cg04563996	4.56e-03	1.38e-03	-3.276156	-2.347806	-0.04372494					NM_181727.1	353324
cg09787254	4.57e-03	1.38e-03	3.275965	-2.348385	0.08655917	NC_000016.8	73365453	73366715	-	NM_024306.2	79152
cg00293409	4.57e-03	1.38e-03	3.275722	-2.349119	0.06564463	NC_000003.10	197850472	197851449	+	NM_198565.1	375387
cg05538432	4.57e-03	1.38e-03	-3.275623	-2.349417	-0.03871126					NM_001734.2	716
cg12907644	4.59e-03	1.39e-03	-3.274208	-2.353692	-0.06422894					NM_030754.2	6289
cg11640565	4.59e-03	1.39e-03	-3.274042	-2.354191	-0.06774506					NM_000351.3	412
cg01860753	4.59e-03	1.39e-03	3.273919	-2.354564	0.11947744	NC_000001.9	204796949	204797698	+	NT_021877.18	83593
cg01405761	4.60e-03	1.39e-03	3.273643	-2.355397	0.09623501	NC_000008.9	62362917	62363625	+	NM_173519.1	157807
cg08878323	4.61e-03	1.39e-03	3.272916	-2.357591	0.06282074	NC_000007.12	96489769	96490524	-	NT_007933.14	1749
cg14672994	4.61e-03	1.39e-03	3.272744	-2.358111	0.04330913	NC_000017.9	45858048	45858863	+	NM_025149.3	80221
cg14372520	4.61e-03	1.40e-03	-3.272464	-2.358956	-0.08218254					NM_021783.2	60401
cg00397740	4.62e-03	1.40e-03	-3.272185	-2.359797	-0.02802409	NC_000001.9	159402295	159403660	+	NM_000309.2	5498
cg15853125	4.62e-03	1.40e-03	3.271913	-2.360619	0.10060706	NC_000021.7	31851562	31854466	-	NM_003253.1	7074
cg03026462	4.62e-03	1.40e-03	-3.27189	-2.360686	-0.03344212	NC_000014.7	37133338	37135533	-	NM_004496.2	3169
cg05307923	4.63e-03	1.40e-03	3.271245	-2.362635	0.05484418	NC_000010.9	1768650	1770172	-	NM_018702.1	105
cg13650156	4.64e-03	1.40e-03	-3.270614	-2.364536	-0.06516108					NM_178272.1	29992
cg03237153	4.64e-03	1.41e-03	3.270139	-2.36597	0.04852749	NC_000019.8	241566	243292	-	NM_003712.2	8612
cg00932276	4.65e-03	1.41e-03	3.270059	-2.366211	0.09237363	NC_000023.9	13497407	13498297	+	NM_015507.2	25975
cg25718438	4.65e-03	1.41e-03	-3.269719	-2.367238	-0.08578289					NM_145652.2	149708
cg05825950	4.66e-03	1.41e-03	3.269137	-2.368993	0.04422219	NC_000001.9	205735785	205736813	+	NM_000573.2	1378
cg14960043	4.66e-03	1.41e-03	3.268853	-2.36985	0.10372271	NC_000006.10	35373425	35373707	+	NM_022047.2	50619
cg12002314	4.67e-03	1.41e-03	-3.26859	-2.370641	-0.01571922	NC_000008.9	141589313	141591808	+	NM_017444.3	54108
cg13920529	4.67e-03	1.41e-03	-3.268398	-2.371221	-0.02147114					NM_001170.1	364
cg15820955	4.68e-03	1.42e-03	-3.267596	-2.373637	-0.07188698					NM_015401.1	51564
cg21092687	4.68e-03	1.42e-03	-3.267287	-2.374568	-0.02553663	NC_000008.9	145713413	145714884	-	NM_004260.1	9401
cg21974239	4.69e-03	1.42e-03	3.266964	-2.375542	0.06754532	NC_000022.9	49041517	49042644	-	NM_002969.3	6300
cg19868691	4.69e-03	1.42e-03	3.266889	-2.375769	0.08198784	NC_000002.10	219452627	219452965	+	NM_025216.2	80326
cg01497527	4.69e-03	1.42e-03	-3.266599	-2.376644	-0.0143691					NM_182703.2	348094
cg27349244	4.70e-03	1.42e-03	-3.266044	-2.378316	-0.09063385					NM_014938.2	22877
cg22972055	4.70e-03	1.43e-03	3.26575	-2.379203	0.03499583	NC_000007.12	838536	838925	+	NM_025154.2	23353
cg20422318	4.71e-03	1.43e-03	-3.265165	-2.380962	-0.05185096	NC_000009.10	133944211	133945284	-	NM_004269.2	9442
cg19237753	4.72e-03	1.43e-03	-3.264561	-2.382784	-0.01190558	NC_000020.9	1822372	1824321	+	NM_080792.1	140885
cg22441882	4.73e-03	1.44e-03	-3.263659	-2.3855	-0.0376518					NM_003053.1	6570
cg15947959	4.74e-03	1.44e-03	-3.263541	-2.385855	-0.02181835	NC_000005.8	172193623	172194338	+	NM_020462.1	57222
cg27433088	4.74e-03	1.44e-03	-3.26337	-2.386369	-0.03520555					NM_017423.1	51809
cg09721427	4.74e-03	1.44e-03	-3.263332	-2.386485	-0.02918344	NC_000010.9	94438569	94442540	+	NM_002729.2	3087
cg18960218	4.74e-03	1.44e-03	-3.263303	-2.38657	-0.07986458					NM_003982.2	9056
cg18676053	4.74e-03	1.44e-03	-3.262958	-2.387609	-0.07046145	NC_000009.10	123171733	123173317	-	NM_198194.1	2040
cg04968473	4.75e-03	1.44e-03	3.262631	-2.388595	0.07099062					NM_000761.3	1544
cg08434234	4.75e-03	1.44e-03	3.262623	-2.388618	0.06280522	NC_000007.12	137181541	137183087	-	NM_004717.2	9162
cg25657834	4.75e-03	1.44e-03	3.262431	-2.389197	0.06736224	NC_000002.10	11726934	11728074	-	NM_012344.2	23620
cg12563178	4.75e-03	1.44e-03	-3.262076	-2.390264	-0.02044224	NC_000010.9	20144296	20146228	+	NM_032812.7	84898
cg06615667	4.79e-03	1.45e-03	-3.259919	-2.396755	-0.00740731	NC_000009.10	131855507	131856709	+	NM_020960.2	57720
cg25142416	4.79e-03	1.45e-03	-3.259775	-2.397189	-0.07871844					NM_001738.1	759
cg09076584	4.79e-03	1.45e-03	3.259769	-2.397209	0.02721117					NM_144610.1	124923
cg24208172	4.79e-03	1.45e-03	3.259593	-2.397738	0.03922715	NC_000004.10	85722419	85724218	+	NM_001263.2	1040
cg00066816	4.80e-03	1.46e-03	-3.258698	-2.400428	-0.04503439	NC_000005.8	158690870	158691513	-	NM_002187.2	3593
cg26421123	4.80e-03	1.46e-03	-3.258531	-2.400932	-0.0126234	NC_000008.9	146048676	146049891	-	NM_014066.2	28991
cg00623593	4.81e-03	1.46e-03	-3.25826	-2.401745	-0.02869151					NM_001380.2	1793
cg23995753	4.81e-03	1.46e-03	3.257978	-2.402593	0.1172373	NC_000002.10	160468681	160469809	-	NM_002349.1	4065
cg17252960	4.82e-03	1.46e-03	3.257603	-2.403722	0.09375648	NC_000006.10	19944898	19947482	+	NM_001546.2	3400
cg19428336	4.82e-03	1.46e-03	-3.257453	-2.404171	-0.02695044	NC_000004.10	187881199	187883139	-	NM_005245.3	2195
cg05836145	4.82e-03	1.47e-03	3.257251	-2.404781	0.06716692	NC_000007.12	20792505	20793712	-	NM_182700.2	221833
cg01939681	4.83e-03	1.47e-03	3.256819	-2.406078	0.06785583	NC_000005.8	160906523	160908090	-	NM_021911.1	2561
cg16772514	4.83e-03	1.47e-03	3.256783	-2.406187	0.05787767	NC_000017.9	40402280	40402551	-	NM_006688.3	10882
cg11484576	4.83e-03	1.47e-03	-3.256686	-2.406479	-0.05503368					NM_033101.2	85329
cg20938359	4.83e-03	1.47e-03	-3.256638	-2.406622	-0.03325176					NM_003044.2	6539
cg18138500	4.85e-03	1.47e-03	-3.255564	-2.40985	-0.05243995					NM_052847.1	2788
cg18876189	4.85e-03	1.47e-03	-3.255484	-2.410093	-0.06279822					NM_005141.2	2244
cg17897879	4.86e-03	1.48e-03	3.254723	-2.412377	0.05838497	NC_000001.9	12045819	12046780	+	NM_001243.3	943
cg15381313	4.87e-03	1.48e-03	-3.253784	-2.415198	-0.04760096					NM_005123.1	9971
cg02046340	4.87e-03	1.48e-03	-3.253553	-2.415891	-0.01220068	NC_000020.9	47985638	47987023	+	NM_018683.3	55905
cg21321735	4.88e-03	1.48e-03	3.25347	-2.416141	0.08275812	NC_000002.10	241406746	241409144	-	NM_004321.4	547
cg27218220	4.89e-03	1.49e-03	-3.25274	-2.418333	-0.05970992	NC_000009.10	123896020	123896348	-	NM_194252.1	158135
cg17676574	4.89e-03	1.49e-03	-3.252639	-2.418637	-0.07378523					NM_144639.1	131669
cg27649653	4.90e-03	1.49e-03	-3.251682	-2.421511	-0.03295923	NC_000019.8	63481465	63482893	+	NM_021089.1	7554
cg07973967	4.91e-03	1.50e-03	-3.251052	-2.423402	-0.1190184	NC_000017.9	59363260	59363460	-	NM_000626.1	974
cg27412093	4.92e-03	1.50e-03	-3.250261	-2.425775	-0.04966069					NM_006615.2	10753
cg14046986	4.92e-03	1.50e-03	3.250116	-2.42621	0.03145783	NC_000001.9	165865742	165866536	+	NM_052862.2	92241
cg24690731	4.93e-03	1.50e-03	3.24958	-2.427819	0.07397187	NC_000008.9	10624002	10628691	-	NM_031439.2	83595
cg05898102	4.94e-03	1.51e-03	-3.249009	-2.429532	-0.01920359					NM_018930.3	56126
cg06303238	4.95e-03	1.51e-03	3.248391	-2.431387	0.08955548	NC_000020.9	49850215	49852803	-	NM_020436.2	57167
cg24446548	4.95e-03	1.51e-03	3.2482	-2.431957	0.08376798	NC_000007.12	19122442	19124663	-	NM_000474.3	7291
cg12870705	4.95e-03	1.51e-03	-3.248137	-2.432149	-0.02547122	NC_000010.9	33662986	33666332	-	NM_001024629.1	8829
cg02105034	4.96e-03	1.51e-03	-3.247826	-2.433081	-0.00902167	NC_000001.9	181707527	181709091	+	NM_173156.1	9887
cg24760768	4.96e-03	1.51e-03	-3.2476	-2.433759	-0.09359404	NC_000006.10	38798469	38798970	+	NM_001371.1	1769
cg15422784	4.97e-03	1.52e-03	-3.247008	-2.435534	-0.06525152					NM_015350.1	23507
cg27154163	4.97e-03	1.52e-03	3.246717	-2.436406	0.05197265	NC_000004.10	55217976	55220295	+	NM_000222.1	3815
cg14174099	4.97e-03	1.52e-03	3.24665	-2.436605	0.07155487	NC_000014.7	69724727	69725968	-	NM_058240.2	6547
cg22647507	4.98e-03	1.52e-03	-3.246304	-2.437645	-0.05192084	NC_000007.12	94131111	94132325	+	NT_007933.14	23089
cg04017769	4.98e-03	1.52e-03	3.246103	-2.438246	0.09640275	NC_000008.9	38763321	38765094	+	NM_006283.1	6867
cg15691649	4.98e-03	1.52e-03	-3.246011	-2.438524	-0.12591629	NC_000006.10	25990159	25990690	-	NM_006632.1	10786
cg00551244	4.98e-03	1.52e-03	-3.245874	-2.438932	-0.09156043	NC_000008.9	125252840	125253126	-	NM_182525.1	157376
cg01382363	4.99e-03	1.52e-03	-3.245442	-2.440228	-0.01213199	NC_000001.9	170016843	170018381	+	NM_001007239.1	51603
cg25193494	4.99e-03	1.52e-03	3.245312	-2.440618	0.04175308	NC_000016.8	88541730	88543707	+	NM_207514.1	54849
cg04637372	5.01e-03	1.53e-03	-3.244163	-2.444061	-0.10074422					NM_144623.2	127731
cg24916177	5.01e-03	1.53e-03	3.243941	-2.444726	0.06605938	NC_000013.9	40928769	40930926	+	NM_014059.1	28984
cg12910797	5.03e-03	1.54e-03	-3.242617	-2.448692	-0.07637323	NC_000017.9	44006560	44006958	-	NM_002146.3	3213
cg02196655	5.04e-03	1.54e-03	3.242467	-2.449141	0.10834743	NC_000002.10	10746991	10748581	-	NM_024894.1	79954
cg17003970	5.05e-03	1.54e-03	-3.241781	-2.451196	-0.05862926	NC_000012.10	131945626	131946355	-	NT_024477.13	55743
cg05723825	5.05e-03	1.54e-03	-3.241486	-2.452078	-0.06509388	NC_000002.10	94900877	94901699	+	NM_144705.2	150483
cg19042062	5.10e-03	1.56e-03	3.238688	-2.460455	0.06761325	NC_000017.9	65675902	65677508	+	NM_000891.2	3759
cg01578324	5.10e-03	1.56e-03	-3.238526	-2.460937	-0.07977807					NM_001288.4	1192
cg20670302	5.10e-03	1.56e-03	-3.23823	-2.461824	-0.01961332	NC_000018.8	41905637	41906628	-	NM_024430.2	9050
cg23867624	5.10e-03	1.56e-03	3.238025	-2.462438	0.09842209	NC_000006.10	1553376	1557408	+	NM_001453.1	2296
cg27210447	5.11e-03	1.56e-03	-3.237937	-2.462702	-0.04246173					NM_004070.2	1187
